basin,trial,reservoir_size,washout,spectral_radius,leaking_rate,ridge_alpha,input_scaling,rc_connectivity,ema_alpha,add_bias,clamp_nonneg,nse_val,kge_val,score,loss,elapsed_sec
Oiartzun,0,1325,139,0.4285072658603022,0.004406654706897884,4.8435473591369034e-08,0.7636206003043864,0.2047771191940127,0.438515521927889,True,True,0.6327237744979278,0.6931235930711348,0.6629236837845314,-0.6629236837845314,48.54753017425537
Oiartzun,1,1770,138,0.8455093065439606,0.0036511366265086884,3.846142891348716e-06,1.005667362497265,0.3373579196953779,0.37603004704037857,True,True,-1.407535936430826,-0.35769178331799,-0.882613859874408,0.882613859874408,155.41416215896606
Oiartzun,2,989,74,0.7776209743827419,0.012673309948994455,2.8704692625765352e-08,1.466578799965146,0.089613642954576,0.25378305377465116,True,True,0.3974458862724375,0.5206342973664894,0.4590400918194634,-0.4590400918194634,15.727900505065918
Oiartzun,3,1648,157,0.5643665363498849,0.0021944587586064115,1.7959854674642154e-05,1.1068745632511572,0.1972217079480963,0.27422219514957047,True,True,0.4905066904994476,0.5953583359695498,0.5429325132344986,-0.5429325132344986,73.5352098941803
Oiartzun,4,1623,235,0.7917501626700343,0.0013002839686107632,1.7123947049541434e-06,1.342808713978978,0.35431967921283375,0.4167598132344015,True,True,-8.0478321783733,-1.7363997779419194,-4.89211597815761,4.89211597815761,133.96865439414978
Oiartzun,5,1292,81,0.301657448849322,0.04720842032358119,0.00038208266896537545,1.2795537673224415,0.17554692235744973,0.28515204462962573,True,True,0.7476570066798274,0.7381912140871336,0.7429241103834805,-0.7429241103834805,39.28588628768921
Oiartzun,6,813,84,0.7343293003274346,0.04610853666148311,3.5331562411197614e-05,1.3808461964418821,0.35743306507751876,0.39207615161767573,True,True,0.7877253747302073,0.7736558014548908,0.780690588092549,-0.780690588092549,30.714439630508423
Oiartzun,7,962,166,0.31629137736720175,0.012948530316303173,4.554648029292586e-08,1.1810582078612122,0.2855368257736191,0.25193583461905933,True,True,0.7444952162640954,0.7880955041437885,0.766295360203942,-0.766295360203942,35.54834961891174
Oiartzun,8,944,166,0.8215489310834729,0.001148774872393467,8.704045644124163e-06,1.485608900057679,0.07757409931434561,0.3829543584571182,True,True,-18.249729645561985,-4.795899326643313,-11.522814486102648,11.522814486102648,13.536592245101929
Oiartzun,9,756,218,0.7950574253875615,0.027951280999070335,0.0005495608994397392,1.2505513392421577,0.20230277219336557,0.2618437485579697,True,True,0.7727640723635789,0.77380047366611,0.7732822730148445,-0.7732822730148445,17.339864492416382
