basin,trial,reservoir_size,washout,spectral_radius,leaking_rate,ridge_alpha,input_scaling,rc_connectivity,ema_alpha,add_bias,clamp_nonneg,nse_val,kge_val,score,loss,elapsed_sec
Etura,0,1740,156,0.687996549448472,0.022269291185443484,2.7040247625459148e-05,1.0908738667134852,0.38160291393266293,0.37020348747325293,True,True,,,-1000000.0,1000000.0,169.37760090827942
Etura,1,1661,172,0.9971631676795761,0.010928085354139229,0.000387943673523816,1.1179258015752782,0.2103063258672883,0.2182053794500337,True,True,,,-1000000.0,1000000.0,79.3197374343872
Etura,2,1430,65,0.8262436111342059,0.09447079231084606,1.7312242461417396e-07,0.8774179739455825,0.3466111552421261,0.13973663537107864,True,True,,,-1000000.0,1000000.0,96.26758337020874
Etura,3,1725,138,0.8075409264715291,0.014848985134350434,6.149991808329204e-05,0.805849929859812,0.39233657219603973,0.17580645957689764,True,True,,,-1000000.0,1000000.0,168.7414994239807
Etura,4,1706,208,0.6665082628235102,0.042619014306072886,1.4997281055777598e-05,0.7571336792555572,0.21166921220969276,0.4232380616707623,True,True,,,-1000000.0,1000000.0,85.67178583145142
Etura,5,1742,86,0.7294994391474509,0.010386556807761283,7.554747218484862e-08,1.4284253047837339,0.3300167869483618,0.17056305794205787,True,True,,,-1000000.0,1000000.0,145.3474690914154
Etura,6,1654,229,0.6393588268186218,0.03666272485720664,0.00021957620300562641,1.4383631517775677,0.38526385084366727,0.269467141891668,True,True,,,-1000000.0,1000000.0,151.77052760124207
Etura,7,1305,210,0.5977765363594009,0.030089133886276875,0.00012247447642487396,0.8117663090413039,0.22025046204022336,0.2876161180242137,True,True,,,-1000000.0,1000000.0,49.01840591430664
Etura,8,1101,237,0.5789176175911269,0.013381882005262365,4.7370933152997374e-08,1.0777960859065077,0.06217629432111421,0.20491141113484568,True,True,,,-1000000.0,1000000.0,14.350337743759155
Etura,9,1261,223,0.37302505520682494,0.0012242136588666538,0.00046969648755808616,0.8748230534791499,0.32465957575211,0.15298754979352566,True,True,,,-1000000.0,1000000.0,67.93908214569092
Etura,10,1241,243,0.559624782943022,0.00351671388894417,5.669176832924093e-05,1.3771707060125267,0.23326362058893663,0.4219534052166234,True,True,,,-1000000.0,1000000.0,46.55245852470398
Etura,11,1138,118,0.8414986259627034,0.00478826265948977,1.3091629765130254e-08,1.4529717111744072,0.3490345657358727,0.4366280502628571,True,True,,,-1000000.0,1000000.0,58.389703035354614
Etura,12,1693,70,0.614709123291425,0.0010072936030178588,5.997470909182088e-05,1.433123572934864,0.13364094401873863,0.10598922110069538,True,True,,,-1000000.0,1000000.0,51.698026180267334
Etura,13,1732,237,0.9163019496297149,0.023243585359634954,1.9619779868578004e-06,1.4307471911455405,0.3006155188198475,0.30746402858775435,True,True,,,-1000000.0,1000000.0,128.24234580993652
Etura,14,1483,109,0.7721314100328855,0.0020351427447329296,4.3816799447482716e-05,1.1362147093620703,0.3881645253164326,0.43311456478261523,True,True,,,-1000000.0,1000000.0,123.45305013656616
Etura,15,1081,127,0.4394323411180772,0.015666168942371245,1.15645619026098e-06,1.1449457663245683,0.24467568896145941,0.22154748892065323,True,True,,,-1000000.0,1000000.0,37.1781222820282
Etura,16,1170,183,0.6816267764549706,0.053508806885359576,2.1386137692331162e-07,0.9788016708989604,0.34675907717502563,0.36866174184524614,True,True,,,-1000000.0,1000000.0,62.50397062301636
Etura,17,1267,153,0.42554866637521144,0.0037733304293223356,3.0583639244068366e-05,1.2094475805004798,0.3937092258637528,0.2698753455023557,True,True,,,-1000000.0,1000000.0,83.71028113365173
Etura,18,1795,112,0.32321629911929506,0.030691582094580457,0.00022406392805138684,0.9010244037671344,0.26672367846151146,0.2068922008372184,True,True,,,-1000000.0,1000000.0,123.3198573589325
Etura,19,1089,194,0.9754883785018937,0.07692580033229877,2.6485058183397054e-06,0.921137030348593,0.18955407343716318,0.18159402448394263,True,True,,,-1000000.0,1000000.0,30.024510145187378
Etura,20,1536,69,0.32237754419472414,0.028024837349510504,1.1097515134754567e-07,1.3831457507096654,0.07941221349835596,0.14518354363013342,True,True,,,-1000000.0,1000000.0,28.06005573272705
Etura,21,1726,214,0.3429285343025177,0.004163783464088909,2.723373225109416e-07,1.2983902169707346,0.09502956605684491,0.20402648565452275,True,True,,,-1000000.0,1000000.0,40.51489472389221
Etura,22,1491,81,0.6169877433344172,0.035194613125875705,3.866907883037428e-05,0.7514738376171094,0.2872046171376303,0.41284257362823795,True,True,,,-1000000.0,1000000.0,89.39769434928894
Etura,23,1741,233,0.31689014820672934,0.0011020670720984383,1.9589894721847987e-05,0.9343088063365944,0.21511070104106483,0.402414495213137,True,True,,,-1000000.0,1000000.0,89.93596935272217
Etura,24,1348,90,0.9306338573748394,0.0024382402530848907,0.00016445157027648733,1.443287508476379,0.37342663201478077,0.2818102215353743,True,True,,,-1000000.0,1000000.0,91.6410083770752
Etura,25,1608,215,0.40320406148695026,0.026952304498125114,3.3175591794983975e-05,1.399466498608968,0.0633358238225021,0.28577970161944555,True,True,,,-1000000.0,1000000.0,26.174299240112305
Etura,26,937,86,0.6257938594503669,0.048016985482931596,9.889072117688644e-08,1.3876221433556335,0.34774807853456324,0.25441311412671963,True,True,,,-1000000.0,1000000.0,38.49782729148865
Etura,27,1230,215,0.7798772133020844,0.07885135712814546,1.5504336917120406e-05,1.4182025572413879,0.2754694665049118,0.23291270938283756,True,True,,,-1000000.0,1000000.0,53.564069986343384
Etura,28,1362,95,0.320717963280979,0.0328297122773061,0.00016869019294849536,1.2385466786712982,0.11635301002815178,0.26759052604588246,True,True,,,-1000000.0,1000000.0,30.540806531906128
Etura,29,733,227,0.3595693710993396,0.010950027148554326,6.961819801971697e-05,0.9079547639494687,0.2099057191389911,0.209674875759905,True,True,,,-1000000.0,1000000.0,16.717116594314575
Etura,30,864,219,0.5134318455813146,0.003959136093536476,3.108015713889729e-08,1.3254810625155202,0.1285388979537761,0.2061087133746348,True,True,,,-1000000.0,1000000.0,15.483618974685669
Etura,31,1558,196,0.5302166167950886,0.01025787230287717,6.698471369566217e-06,1.2934711560765138,0.37049796567905624,0.10904722508003205,True,True,,,-1000000.0,1000000.0,125.9472427368164
Etura,32,1540,115,0.7237331893977705,0.011657312753511137,2.436747977104468e-07,1.2178512602606348,0.11017949373767034,0.28152630856453703,True,True,,,-1000000.0,1000000.0,36.4104688167572
Etura,33,1244,113,0.9172407322254081,0.0011350993692964262,3.5359557400348487e-06,0.983594052532617,0.10046624580728977,0.32709432109451597,True,True,,,-1000000.0,1000000.0,23.259507179260254
Etura,34,1381,138,0.3187023601408329,0.019866463945009023,6.638415199520042e-05,0.8571683499663475,0.33578261458120423,0.19487967806746473,True,True,,,-1000000.0,1000000.0,87.1009132862091
Etura,35,1348,80,0.3804139473158277,0.01141837340399667,1.2638190974780226e-07,0.9634866878036162,0.33724591781077146,0.17123084316407144,True,True,,,-1000000.0,1000000.0,81.26409459114075
Etura,36,849,90,0.3304639230046332,0.0020077059991760425,1.412080495704924e-05,1.2291914629228968,0.32790494300451273,0.36045176261785494,True,True,,,-1000000.0,1000000.0,30.076200485229492
Etura,37,1125,169,0.8368486916525303,0.03293434806968824,5.939756986959144e-08,1.040996930039225,0.3997294253296576,0.12288030767465857,True,True,,,-1000000.0,1000000.0,65.1082034111023
