basin,trial,reservoir_size,washout,spectral_radius,leaking_rate,ridge_alpha,input_scaling,rc_connectivity,ema_alpha,add_bias,clamp_nonneg,nse_val,kge_val,score,loss,elapsed_sec
Araxes,0,1255,69,0.9097716332869529,0.012871268608534723,5.117840807273367e-07,0.9152175995210686,0.11751305230816285,0.1349593476522669,True,True,-6.769664684084888,-1.5940418616478755,-4.181853272866382,4.181853272866382,9.488727807998657
Araxes,1,1205,83,0.43710044095422423,0.0017810427673835732,1.603016546377018e-05,0.9546371858383234,0.05845850761012727,0.37414228604873456,True,True,-1.9311441757992949,-1.0312132712983568,-1.4811787235488258,1.4811787235488258,5.973373174667358
Araxes,2,1535,101,0.37993748739316624,0.0056834187099820445,7.53668867863565e-08,0.8672485886515466,0.19493927175165826,0.35616982794638585,True,True,0.5045807274090133,0.43652892672409804,0.47055482706655566,-0.47055482706655566,20.80158567428589
Araxes,3,1735,85,0.3722190182877603,0.034925400774508765,3.007321672134655e-08,1.2321101909385872,0.08208925142067904,0.3546565538473919,True,True,0.5629600052459524,0.7647657546668774,0.6638628799564148,-0.6638628799564148,13.294754981994629
Araxes,4,748,128,0.5614133961980787,0.015350182970402047,0.0008968805483775658,1.136076698599895,0.11202473474125264,0.3962017744517876,True,True,0.8340473037735411,0.9000132558597216,0.8670302798166314,-0.8670302798166314,4.109540939331055
Araxes,5,738,73,0.30564061766896905,0.0019997388241630777,1.0116884291794067e-05,1.3607885579779788,0.11884612297063807,0.4476414171827433,True,True,0.01673203332722817,0.265610559072056,0.14117129619964208,-0.14117129619964208,4.186996221542358
Araxes,6,1132,141,0.8569781550836872,0.026737224328964068,5.898572241524455e-07,1.1644995565101788,0.270225925377292,0.30516976155923126,True,True,0.2657776542231478,0.4908630360272156,0.3783203451251817,-0.3783203451251817,15.799509525299072
Araxes,7,1703,95,0.6127818646510109,0.0029266529951434517,2.3113593931955973e-07,0.7479053964068401,0.05373796307947951,0.262443316692219,True,True,-4.454755905384811,-1.0884041789083625,-2.771580042146587,2.771580042146587,9.844765901565552
Araxes,8,1478,222,0.8602853418126357,0.0027082013584002274,3.359410800576214e-05,0.7727908333760558,0.12098554193341435,0.3652153875222278,True,True,-3.7783510365613457,-0.7442541053741114,-2.261302570967729,2.261302570967729,13.292944431304932
Araxes,9,1111,236,0.9674937290084062,0.001678262832136348,1.0088473313016302e-08,0.8314139651115768,0.1726270435706871,0.169245626665112,True,True,-1619830.0003394259,-2035.9032017444724,-810932.9517705851,810932.9517705851,10.069188117980957
Araxes,10,1081,223,0.43648776032092507,0.07972612685730761,3.5777528315177333e-07,1.1954890915976337,0.13603118190032795,0.2890783672347186,True,True,0.6627267909129524,0.7896952660867727,0.7262110284998625,-0.7262110284998625,8.082731246948242
Araxes,11,938,176,0.6880118945830768,0.012675783593373183,6.094538645227536e-08,1.4059307413580093,0.3909064956311288,0.38773980618254955,True,True,-0.35618153463072155,0.04277375944160233,-0.1567038875945596,0.1567038875945596,14.166237831115723
Araxes,12,1630,208,0.35580372456987724,0.0054552590303116625,1.5597035102621422e-05,1.4402200637237104,0.07416601344837626,0.3091852931288398,True,True,0.6306989301323902,0.8032344547952841,0.7169666924638372,-0.7169666924638372,11.079760789871216
Araxes,13,861,98,0.4680757836583034,0.0023938313577865395,0.0002556260716966144,1.1648003688008035,0.11266794661894351,0.3786051255538697,True,True,0.22886373100750013,0.4430768127893938,0.33597027189844697,-0.33597027189844697,5.046644926071167
Araxes,14,740,129,0.6135632548097463,0.049711230631187174,2.071650294353209e-07,0.70122278128227,0.07107410346553672,0.14609450961067122,True,True,0.7705836056274479,0.822751081066929,0.7966673433471885,-0.7966673433471885,3.245394468307495
Araxes,15,928,88,0.8108382433407444,0.07156510610823057,1.8726648405768517e-05,1.2391666321153725,0.37380831879596593,0.4146425501629375,True,True,0.753933102497468,0.7673087146426298,0.7606209085700489,-0.7606209085700489,13.367559909820557
Araxes,16,1233,148,0.4968873804119107,0.022616412510755694,2.9732760717645083e-06,1.3191685594825344,0.3517074103021901,0.25228279775027584,True,True,0.8164838212336516,0.8918927040735062,0.8541882626535788,-0.8541882626535788,22.82466769218445
Araxes,17,1124,83,0.8526909246241096,0.08161012398689203,9.456760149758644e-07,1.4951209847458693,0.21718667066241087,0.3179270138588693,True,True,0.36681252987662905,0.6544563362068057,0.5106344330417174,-0.5106344330417174,12.126394271850586
Araxes,18,1199,147,0.47594658200196466,0.0012731642975303053,0.0005000411169662786,1.468775873502246,0.1748047031301589,0.31818139686734426,True,True,-0.18217239783662542,0.2433347503372142,0.030581176250294384,-0.030581176250294384,11.574798583984375
Araxes,19,771,133,0.9010875712161575,0.02260405946941614,1.2964800849237708e-05,1.2133744408871185,0.2954991890763066,0.43453730615423813,True,True,0.5393858601833876,0.60518963473961,0.5722877474614988,-0.5722877474614988,8.114113807678223
Araxes,20,1077,248,0.40293837751913764,0.003226391307621376,1.4806922363581e-06,0.7413550852259861,0.33671022231472614,0.3784862249822516,True,True,0.26536274626994694,0.47832764694836627,0.3718451966091566,-0.3718451966091566,16.289254188537598
Araxes,21,904,191,0.9678340647665155,0.010347608164045922,4.208739335052272e-05,1.3299606947729328,0.3482884711005834,0.42195341269396547,True,True,-0.2356313495783866,0.4598463797779152,0.1121075150997643,-0.1121075150997643,12.002562761306763
Araxes,22,1443,67,0.733841881308929,0.074929865147353,3.072356667406273e-08,1.4812287500532437,0.3124955094250382,0.4350489842887091,True,True,0.09423683800053118,0.5646945237786051,0.3294656808895681,-0.3294656808895681,31.98913264274597
Araxes,23,1516,242,0.4013951874445463,0.002142006941063436,0.0006460158094726794,1.1387696283374877,0.2535311335940499,0.33043245733910276,True,True,0.48364150082682,0.6241063306223819,0.5538739157246009,-0.5538739157246009,37.766796588897705
Araxes,24,1772,112,0.5319985934757201,0.009834068036974923,2.365971117624589e-08,0.7356657814877499,0.3710696780546217,0.29290522260663643,True,True,0.43800373054460406,0.6304409709506495,0.5342223507476268,-0.5342223507476268,62.435084104537964
Araxes,25,871,88,0.3692246305512898,0.0035337063575095196,0.000560653933172485,1.0412571083347353,0.17825194278768358,0.3347369175818327,True,True,0.6203074583363095,0.7647790585001479,0.6925432584182287,-0.6925432584182287,7.178339719772339
Araxes,26,1564,174,0.8317093975472387,0.0034825364349132426,0.0005038970135303117,1.4222634443016304,0.05392126478716713,0.18629658063648552,True,True,-0.07558393582406198,0.43551542361449913,0.17996574389521858,-0.17996574389521858,9.233157634735107
Araxes,27,764,202,0.659765965871133,0.047067579128713115,1.4394604563248963e-05,0.9143278166550343,0.061085058819294547,0.3989990575177207,True,True,0.7685262045117223,0.7548781750916657,0.761702189801694,-0.761702189801694,3.413504123687744
Araxes,28,1647,147,0.40843429942061216,0.025324847684053263,5.481546272783204e-08,1.3133972708687536,0.3491635465205446,0.23240152981208992,True,True,0.6716002277084074,0.7250356605716333,0.6983179441400204,-0.6983179441400204,49.76229667663574
Araxes,29,1639,60,0.4836472162428898,0.003319320574950647,4.549150685046056e-08,1.1274690035163994,0.20894786331664372,0.2534928733437396,True,True,-10.159647038718568,-2.794598150668856,-6.477122594693712,6.477122594693712,27.33594799041748
Araxes,30,757,142,0.3856609444268351,0.009649312096883413,3.518619267003024e-08,0.9098060059855988,0.051825500221789764,0.1389036756531886,True,True,0.5668796996172567,0.6982124222805542,0.6325460609489055,-0.6325460609489055,3.130514144897461
Araxes,31,882,92,0.6541029279143313,0.03240787917956007,5.505428355007831e-05,1.342176319083235,0.10856153144495381,0.2557707016156583,True,True,0.7930384207962478,0.8235134841359482,0.808275952466098,-0.808275952466098,5.489341735839844
Araxes,32,1376,213,0.3110266914635269,0.05854123276818087,0.00018590505979154307,1.3876467096584129,0.3678393804489245,0.3248012818789211,True,True,0.7262386900360359,0.637072901394507,0.6816557957152715,-0.6816557957152715,33.740525007247925
Araxes,33,711,137,0.51050145380961,0.0051479234722528145,5.86011118169342e-05,1.4396097396320264,0.39964175993405965,0.20447239706553785,True,True,0.5859350154887458,0.7888257731959301,0.687380394342338,-0.687380394342338,8.801479816436768
Araxes,34,1728,113,0.825136154581767,0.0012678031655699762,0.0008295745435003431,1.0550940022465591,0.2045617688469683,0.3904168524883306,True,True,-141.84289079635374,-16.000814719544717,-78.92185275794922,78.92185275794922,32.85894584655762
Araxes,35,804,161,0.8349596641354767,0.02910374618945325,0.00012432141472188288,1.0369015013177978,0.057283184919940965,0.2519780560626722,True,True,0.7918226289332851,0.846121724592289,0.8189721767627871,-0.8189721767627871,3.8863182067871094
Araxes,36,1091,164,0.8436756361166706,0.0022863167011775132,6.160775411998051e-05,0.9413092496952062,0.05693367070940639,0.18990214476037398,True,True,-0.651056800018514,0.2787497339018723,-0.18615353305832083,0.18615353305832083,5.683544874191284
Araxes,37,786,171,0.3524857315322995,0.012916384785346105,2.196610232142208e-08,1.2212528253611339,0.08190478357205991,0.3104530924815522,True,True,0.6869857254857075,0.7292845437009212,0.7081351345933143,-0.7081351345933143,4.294930458068848
Araxes,38,1370,63,0.9121104043510733,0.028970128882367715,3.4483793143045663e-08,1.0410471981362202,0.1453269058431631,0.1780695603698334,True,True,-6.719019598613775,-1.7256106653878374,-4.222315132000806,4.222315132000806,15.491315364837646
Araxes,39,1771,193,0.523051217394899,0.005289307966609979,6.008004415022685e-07,0.7429220351675525,0.2773145533016051,0.2993672184948883,True,True,0.5795241903991599,0.6857980931490004,0.6326611417740802,-0.6326611417740802,64.02349328994751
Araxes,40,774,103,0.5790470859772546,0.041663068521037835,6.655833083552463e-08,0.858817284827042,0.3145221453283806,0.2624940894151818,True,True,0.6881046770028268,0.7019839040519857,0.6950442905274063,-0.6950442905274063,9.049363613128662
